Site,Treatment,Date,Time_point,Species,Individual_nos,Trait_name,Trait_value,is_outlier
Hazelrigg,NPK,15/06/2025,T2,CA,8,LWC,0.876051779935275,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,8,EWT,0.03173505275498242,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,8,LMA,6.251768033946251,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,8,LDMC,0.1385579937304075,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,8,LWC,0.8614420062695926,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,8,EWT,0.038868458274398866,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,8,LMA,4.862914862914863,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,8,LDMC,0.12961538461538463,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,8,LWC,0.8703846153846154,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,8,EWT,0.03265512265512265,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,9,LMA,4.683954619124798,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,9,LDMC,0.11400394477317555,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,9,LWC,0.8859960552268245,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,9,EWT,0.03640194489465154,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,9,LMA,9.652844744455159,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,9,LDMC,0.1361904761904762,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,9,LWC,0.8638095238095238,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,9,EWT,0.061224686595949845,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,9,LMA,7.638888888888888,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,9,LDMC,0.13458401305057097,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,9,LWC,0.865415986949429,FALSE
Hazelrigg,NPK,15/06/2025,T2,CA,9,EWT,0.04912037037037037,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,10,LMA,7.931286549707604,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,10,LDMC,0.13072289156626507,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,10,LWC,0.869277108433735,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,10,EWT,0.05274122807017544,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,10,LMA,7.55489021956088,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,10,LDMC,0.13517857142857145,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,10,LWC,0.8648214285714285,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,10,EWT,0.04833333333333335,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,10,LMA,10.726027397260276,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,10,LDMC,0.11331403762662809,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,10,LWC,0.8866859623733719,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,10,EWT,0.08393150684931507,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,11,LMA,9.1016713091922,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,11,LDMC,0.13109327983951857,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,11,LWC,0.8689067201604814,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,11,EWT,0.06032729805013927,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,11,LMA,8.662832494608196,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,11,LDMC,0.13155021834061137,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,11,LWC,0.8684497816593887,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,11,EWT,0.05718907260963336,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,11,LMA,9.880952380952381,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,11,LDMC,0.1328,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,11,LWC,0.8672000000000001,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,11,EWT,0.06452380952380954,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,12,LMA,7.387414255890248,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,12,LDMC,0.11504876915931261,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,12,LWC,0.8849512308406874,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,12,EWT,0.05682373993438712,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,12,LMA,12.961019490254875,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,12,LDMC,0.14172131147540987,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,12,LWC,0.8582786885245901,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,12,EWT,0.07849325337331335,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,12,LMA,12.282669657879978,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,12,LDMC,0.13687500000000002,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,12,LWC,0.863125,FALSE
Hazelrigg,CONT,15/06/2025,T2,CA,12,EWT,0.07745372966909703,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,1,LMA,14.810126582278482,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,1,LDMC,0.20760456273764263,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,1,LWC,0.7923954372623573,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,1,EWT,0.05652802893309222,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,1,LMA,12.515555555555556,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,1,LDMC,0.20494905385735082,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,1,LWC,0.7950509461426493,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,1,EWT,0.04855111111111111,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,1,LMA,13.69815668202765,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,1,LDMC,0.21462093862815884,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,1,LWC,0.7853790613718412,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,1,EWT,0.05012672811059909,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,2,LMA,11.81543116490167,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,2,LDMC,0.20233160621761664,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,2,LWC,0.7976683937823834,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,2,EWT,0.04658093797276854,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,2,LMA,8.613333333333335,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,2,LDMC,0.15990099009900993,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,2,LWC,0.8400990099009901,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,2,EWT,0.04525333333333334,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,2,LMA,6.565349544072949,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,2,LDMC,0.15211267605633802,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,2,LWC,0.8478873239436621,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,2,EWT,0.03659574468085106,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,3,LMA,7.374749498997995,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,3,LDMC,0.17692307692307688,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,3,LWC,0.8230769230769232,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,3,EWT,0.034308617234468944,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,3,LMA,10.844793713163064,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,3,LDMC,0.16379821958456975,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,3,LWC,0.8362017804154303,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,3,EWT,0.05536345776031433,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,3,LMA,6.306306306306305,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,3,LDMC,0.15837104072398187,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,3,LWC,0.8416289592760181,FALSE
Hazelrigg,CONT,12/07/2025,T3,CA,3,EWT,0.03351351351351352,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,4,LMA,11.581196581196581,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,4,LDMC,0.20634517766497465,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,4,LWC,0.7936548223350253,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,4,EWT,0.044544159544159544,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,4,LMA,14.828150572831424,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,4,LDMC,0.18065802592223332,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,4,LWC,0.8193419740777668,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,4,EWT,0.06725040916530278,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,4,LDMC,0.19261939218523877,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,4,LWC,0.8073806078147612,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,4,EWT,0.07846694796061886,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,5,LMA,12.425531914893618,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,5,LDMC,0.17415506958250498,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,5,LWC,0.825844930417495,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,5,EWT,0.058921985815602845,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,5,LMA,15.266781411359727,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,5,LDMC,0.17529644268774705,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,5,LWC,0.824703557312253,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,5,EWT,0.07182444061962136,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,5,LMA,14.866962305986696,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,5,LDMC,0.18445667125171938,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,5,LWC,0.8155433287482806,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,5,EWT,0.06573170731707317,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,6,LMA,13.255086071987483,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,6,LDMC,0.1595103578154426,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,6,LWC,0.8404896421845574,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,6,EWT,0.0698435054773083,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,6,LMA,12.009132420091326,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,6,LDMC,0.17475083056478408,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,6,LWC,0.8252491694352159,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,6,EWT,0.056712328767123295,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,6,LMA,8.331034482758621,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,6,LDMC,0.1715909090909091,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,6,LWC,0.828409090909091,FALSE
Hazelrigg,DIST,12/07/2025,T3,CA,6,EWT,0.04022068965517241,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,7,LMA,8.528138528138529,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,7,LDMC,0.24320987654320986,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,7,LWC,0.7567901234567901,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,7,EWT,0.026536796536796546,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,7,LMA,9.10828025477707,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,7,LDMC,0.18216560509554142,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,7,LWC,0.8178343949044586,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,7,EWT,0.04089171974522294,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,7,LMA,8.830022075055187,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,7,LDMC,0.18518518518518515,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,7,LWC,0.8148148148148149,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,7,EWT,0.03885209713024283,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,8,LMA,10.965207631874298,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,8,LDMC,0.20876068376068377,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,8,LWC,0.7912393162393163,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,8,EWT,0.04156004489337823,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,8,LMA,11.381578947368421,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,8,LDMC,0.19186691312384474,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,8,LWC,0.8081330868761553,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,8,EWT,0.04793859649122808,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,8,LMA,9.27321668909825,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,8,LDMC,0.18980716253443528,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,8,LWC,0.8101928374655648,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,8,EWT,0.03958277254374159,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,9,LMA,11.767272727272728,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,9,LDMC,0.19307875894988066,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,9,LWC,0.8069212410501193,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,9,EWT,0.049178181818181836,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,9,LDMC,0.2071490845684394,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,9,LWC,0.7928509154315606,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,9,LMA,13.741677762982693,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,9,LDMC,0.20933062880324546,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,9,LWC,0.7906693711967545,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,CA,9,EWT,0.051904127829560595,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,10,LMA,12.323788546255507,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,10,LDMC,0.20198555956678702,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,10,LWC,0.798014440433213,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,10,EWT,0.04868942731277534,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,10,LMA,8.778054862842891,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,10,LDMC,0.17087378640776696,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,10,LWC,0.829126213592233,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,10,EWT,0.042593516209476316,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,10,LMA,15.105633802816902,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,10,LDMC,0.1873362445414847,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,10,LWC,0.8126637554585152,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,10,EWT,0.06552816901408452,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,11,LMA,12.460000000000003,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,11,LDMC,0.1620286085825748,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,11,LWC,0.8379713914174252,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,11,EWT,0.06444,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,11,LMA,12.52988047808765,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,11,LDMC,0.1686327077747989,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,11,LWC,0.8313672922252011,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,11,EWT,0.06177290836653387,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,11,LMA,14.380165289256201,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,11,LDMC,0.18913043478260871,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,11,LWC,0.8108695652173913,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,11,EWT,0.061652892561983474,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,12,LMA,11.582417582417584,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,12,LDMC,0.1527536231884058,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,12,LWC,0.8472463768115942,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,12,EWT,0.06424175824175823,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,12,LMA,12.84848484848485,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,12,LDMC,0.15115864527629233,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,12,LWC,0.8488413547237077,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,12,EWT,0.07215151515151516,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,12,LMA,14.35897435897436,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,12,LDMC,0.1964912280701754,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,12,LWC,0.8035087719298246,FALSE
Hazelrigg,NPK,12/07/2025,T3,CA,12,EWT,0.058717948717948734,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,1,LMA,6.884422110552764,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,1,LDMC,0.4089552238805971,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,1,LWC,0.5910447761194029,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,1,EWT,0.009949748743718595,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,1,LDMC,0.411340206185567,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,1,LWC,0.588659793814433,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,1,EWT,0.01309633027522936,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,1,LMA,7,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,1,LDMC,0.36,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,1,LWC,0.64,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,1,EWT,0.012444444444444445,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,2,LMA,6.606606606606607,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,2,LDMC,0.40740740740740733,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,2,LWC,0.5925925925925927,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,2,EWT,0.009609609609609614,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,2,LMA,6.481481481481481,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,2,LDMC,0.3888888888888889,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,2,LWC,0.6111111111111112,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,2,EWT,0.010185185185185184,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,2,LMA,5.46875,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,2,LDMC,0.3387096774193548,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,2,LWC,0.6612903225806451,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,2,EWT,0.010677083333333332,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,3,LMA,5.365168539325842,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,3,LDMC,0.36037735849056596,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,3,LWC,0.6396226415094339,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,3,EWT,0.009522471910112363,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,3,LMA,4.666666666666667,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,3,LDMC,0.3387096774193548,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,3,LWC,0.6612903225806451,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,3,EWT,0.00911111111111111,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,3,LMA,4.883720930232558,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,3,LDMC,0.3230769230769231,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,3,LWC,0.6769230769230768,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,AO,3,EWT,0.010232558139534885,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,4,LMA,5.646437994722955,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,4,LDMC,0.3396825396825397,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,4,LWC,0.6603174603174602,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,4,EWT,0.010976253298153035,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,4,LMA,4.439024390243902,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,4,LDMC,0.3137931034482758,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,4,LWC,0.6862068965517242,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,4,EWT,0.009707317073170733,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,4,LMA,3.4306569343065685,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,4,LDMC,0.40869565217391296,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,4,LWC,0.591304347826087,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,4,EWT,0.004963503649635036,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,5,LMA,6.666666666666666,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,5,LDMC,0.364,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,5,LWC,0.636,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,5,EWT,0.011648351648351648,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,5,LDMC,0.4051282051282051,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,5,LWC,0.594871794871795,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,5,EWT,0.011542288557213932,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,5,LMA,4.487804878048781,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,5,LDMC,0.39999999999999997,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,5,LWC,0.6,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,5,EWT,0.006731707317073171,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,6,LMA,5.431235431235431,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,6,LDMC,0.3640625,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,6,LWC,0.6359375,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,6,EWT,0.009487179487179486,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,6,LMA,5.83756345177665,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,6,LDMC,0.36507936507936506,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,6,LWC,0.6349206349206349,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,6,EWT,0.010152284263959392,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,6,LMA,4.899713467048711,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,6,LDMC,0.342,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,6,LWC,0.6579999999999999,FALSE
Hazelrigg,DIST,21/05/2025,T1,AO,6,EWT,0.009426934097421204,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,7,LMA,6.407185628742514,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,7,LDMC,0.39629629629629626,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,7,LWC,0.6037037037037037,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,7,EWT,0.009760479041916167,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,7,LMA,4.973821989528796,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,7,LDMC,0.3653846153846153,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,7,LWC,0.6346153846153847,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,7,EWT,0.008638743455497384,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,7,LMA,5.766423357664234,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,7,LDMC,0.30384615384615377,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,7,LWC,0.6961538461538461,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,7,EWT,0.013211678832116795,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,8,LMA,6.376146788990825,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,8,LDMC,0.3564102564102564,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,8,LWC,0.6435897435897436,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,8,EWT,0.011513761467889908,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,8,LMA,7.394957983193279,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,8,LDMC,0.41904761904761906,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,8,LWC,0.5809523809523809,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,8,EWT,0.010252100840336138,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,8,LMA,4.542124542124542,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,8,LDMC,0.35428571428571437,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,8,LWC,0.6457142857142857,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,8,EWT,0.008278388278388277,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,9,LMA,4.589041095890411,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,9,LDMC,0.3722222222222222,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,9,LWC,0.6277777777777779,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,9,EWT,0.007739726027397261,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,9,LMA,5.020080321285141,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,9,LDMC,0.3571428571428572,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,9,LWC,0.6428571428571428,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,9,EWT,0.009036144578313253,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,9,LMA,4,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,9,LDMC,0.35714285714285715,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,9,LWC,0.6428571428571429,FALSE
Hazelrigg,NPK,21/05/2025,T1,AO,9,EWT,0.007200000000000001,FALSE
