Site,Treatment,Date,Time_point,Species,Individual_nos,Width_1,Width_2,Height,Number_leaves,Repro_notes,Leaf_nos,Leaf_weight_wet_g ,Leaf_area_cm_2,Method_leaf_app,Spec_number,Spec_date,Spec_filename,Wet_chem_nos,Leaf_weight_dry_g,NOTES_1,NOTES_2,NOTES_3,NOTES_4,Demo_matched,
Hazelrigg,NPK_DIST,19/06/2025,T2,AO,2,NA,NA,58,NA,flowering,L3,0.05,3.68,Leaf_scan,6,190625,HR.190625.0006.sig,2,0.0158,,,,,,
Hazelrigg,NPK_DIST,19/06/2025,T2,AO,3,NA,NA,55,NA,flowering,L1,0.013,1.19,Leaf_scan,7,190625,HR.190625.0007.sig,3,0.0053,,,,,,
Hazelrigg,NPK_DIST,19/06/2025,T2,AO,3,NA,NA,55,NA,flowering,L2,0.023,1.76,Leaf_scan,8,190625,HR.190625.0008.sig,3,0.009,,,,,,
Hazelrigg,NPK_DIST,19/06/2025,T2,AO,3,NA,NA,55,NA,flowering,L3,0.043,2.48,Leaf_scan,10,190625,HR.190625.0010.sig,3,0.0124,,,,,,
Hazelrigg,DIST,19/06/2025,T2,AO,4,NA,NA,42,NA,flowering,L1,0.023,1.71,Leaf_scan,13,190625,HR.190625.0013.sig,4,0.0061,,,,,,
Hazelrigg,DIST,19/06/2025,T2,AO,4,NA,NA,42,NA,flowering,L2,0.015,1.15,Leaf_scan,14,190625,HR.190625.0014.sig,4,0.0058,,,,,,
Hazelrigg,DIST,19/06/2025,T2,AO,4,NA,NA,42,NA,flowering,L3,0.037,2.4,Leaf_scan,15,190625,HR.190625.0015.sig,4,0.0157,,,,,,
Hazelrigg,DIST,19/06/2025,T2,AO,5,NA,NA,40,NA,flowering,L1,0.033,2.05,Leaf_scan,16,190625,HR.190625.0016.sig,5,0.0104,,,,,,
Hazelrigg,DIST,19/06/2025,T2,AO,5,NA,NA,40,NA,flowering,L2,0.037,2.27,Leaf_scan,18,190625,HR.190625.0018.sig,5,0.0129,,,,,,
Hazelrigg,DIST,19/06/2025,T2,AO,5,NA,NA,40,NA,flowering,L3,0.064,3.58,Leaf_scan,19,190625,HR.190625.0019.sig,5,0.0185,,,,,,
Hazelrigg,DIST,19/06/2025,T2,AO,6,NA,NA,44,NA,seeding,L1,0.016,1.32,Leaf_scan,20,190625,HR.190625.0020.sig,6,0.0058,,,,,,
Hazelrigg,DIST,19/06/2025,T2,AO,6,NA,NA,44,NA,seeding,L2,0.015,1.58,Leaf_scan,21,190625,HR.190625.0021.sig,6,0.0069,,,,,,
Hazelrigg,DIST,19/06/2025,T2,AO,6,NA,NA,44,NA,seeding,L3,0.008,0.91,Leaf_scan,22,190625,HR.190625.0022.sig,6,0.004,,,,,,
Hazelrigg,NPK,19/06/2025,T2,AO,7,NA,NA,45,NA,flowering,L1,0.055,3.48,Leaf_scan,23,190625,HR.190625.0023.sig,7,0.014,,,,,,
Hazelrigg,NPK,19/06/2025,T2,AO,7,NA,NA,45,NA,flowering,L2,0.044,2.94,Leaf_scan,24,190625,HR.190625.0024.sig,7,0.0115,,,,,,
Hazelrigg,NPK,19/06/2025,T2,AO,7,NA,NA,45,NA,flowering,L3,0.032,2.91,Leaf_scan,25,190625,HR.190625.0025.sig,7,0.0107,,,,,,
Hazelrigg,NPK,19/06/2025,T2,AO,8,NA,NA,39,NA,seeding,L1,0.023,1.25,Leaf_scan,26,190625,HR.190625.0026.sig,8,0.0064,,,,,,
Hazelrigg,NPK,19/06/2025,T2,AO,8,NA,NA,39,NA,seeding,L2,0.017,1.14,Leaf_scan,27,190625,HR.190625.0027.sig,8,0.0043,,,,,,
Hazelrigg,NPK,19/06/2025,T2,AO,8,NA,NA,39,NA,seeding,L3,0.014,1.17,Leaf_scan,28,190625,HR.190625.0028.sig,8,0.0052,,,,,,
Hazelrigg,NPK,19/06/2025,T2,AO,9,NA,NA,53,NA,flowering,L1,0.042,3.18,Leaf_scan,29,190625,HR.190625.0029.sig,9,0.0125,,,,,,
Hazelrigg,NPK,19/06/2025,T2,AO,9,NA,NA,53,NA,flowering,L2,0.062,4.21,Leaf_scan,30,190625,HR.190625.0030.sig,9,0.0167,,,,,,
Hazelrigg,NPK,19/06/2025,T2,AO,9,NA,NA,53,NA,flowering,L3,0.057,4.1,Leaf_scan,31,190625,HR.190625.0031.sig,9,0.0174,,,,,,
Hazelrigg,CONT,19/06/2025,T2,AO,10,NA,NA,36,NA,flowering,L1,0.054,3.56,Leaf_scan,32,190625,HR.190625.0032.sig,10,0.0166,,,,,,
Hazelrigg,CONT,19/06/2025,T2,AO,10,NA,NA,36,NA,flowering,L2,0.06,3.82,Leaf_scan,33,190625,HR.190625.0033.sig,10,0.0184,,,,,,
Hazelrigg,CONT,19/06/2025,T2,AO,10,NA,NA,36,NA,flowering,L3,0.025,1.84,Leaf_scan,34,190625,HR.190625.0034.sig,10,0.0103,,,,,,
Hazelrigg,CONT,19/06/2025,T2,AO,11,NA,NA,39,NA,flowering,L1,0.073,4.74,Leaf_scan,35,190625,HR.190625.0035.sig,11,0.0227,,,,,,
Hazelrigg,CONT,19/06/2025,T2,AO,11,NA,NA,39,NA,flowering,L2,0.039,2.76,Leaf_scan,36,190625,HR.190625.0036.sig,11,0.0122,,,,,,
Hazelrigg,CONT,19/06/2025,T2,AO,11,NA,NA,39,NA,flowering,L3,0.042,2.75,Leaf_scan,37,190625,HR.190625.0037.sig,11,0.0153,,,,,,
Hazelrigg,CONT,19/06/2025,T2,AO,12,NA,NA,35,NA,flowering / seeding,L1,0.027,2.04,Leaf_scan,38,190625,HR.190625.0038.sig,12,0.0107,,,,,,
Hazelrigg,CONT,19/06/2025,T2,AO,12,NA,NA,35,NA,flowering / seeding,L2,0.034,2.57,Leaf_scan,39,190625,HR.190625.0039.sig,12,0.0107,,,,,,
Hazelrigg,CONT,19/06/2025,T2,AO,12,NA,NA,35,NA,flowering / seeding,L3,0.044,3.5,Leaf_scan,40,190625,HR.190625.0040.sig,12,0.0171,,,,,,
Hazelrigg,CONT,12/07/2025,T3,AO,1,See demo data,See demo data,See demo data,See demo data,See demo data,L1,0.037,2.79,Leaf_scan,1,120725,HR.120725.0001.sig,28,0.0077,leaves sampled are fresh growth post flowering,,,,Block 1 / 01,
Hazelrigg,CONT,12/07/2025,T3,AO,1,See demo data,See demo data,See demo data,See demo data,See demo data,L2,0.043,3.26,Leaf_scan,2,120725,HR.120725.0002.sig,28,0.008,leaves sampled are fresh growth post flowering,,,,Block 1 / 01,
Hazelrigg,CONT,12/07/2025,T3,AO,1,See demo data,See demo data,See demo data,See demo data,See demo data,L3,0.05,3.08,Leaf_scan,3,120725,HR.120725.0003.sig,28,0.0106,leaves sampled are fresh growth post flowering,,,,Block 1 / 01,
Hazelrigg,CONT,12/07/2025,T3,AO,2,See demo data,See demo data,See demo data,See demo data,See demo data,L1,0.039,2.97,Leaf_scan,4,120725,HR.120725.0004.sig,29,0.0146,leaves sampled are fresh growth post flowering,,,,Block 2 / 02,
Hazelrigg,CONT,12/07/2025,T3,AO,2,See demo data,See demo data,See demo data,See demo data,See demo data,L2,0.026,3.08,Leaf_scan,5,120725,HR.120725.0005.sig,29,0.0081,leaves sampled are fresh growth post flowering,,,,Block 2 / 02,
Hazelrigg,CONT,12/07/2025,T3,AO,2,See demo data,See demo data,See demo data,See demo data,See demo data,L3,0.059,3.5,Leaf_scan,6,120725,HR.120725.0006.sig,29,0.0063,leaves sampled are fresh growth post flowering,,,,Block 2 / 02,
Hazelrigg,CONT,12/07/2025,T3,AO,3,See demo data,See demo data,See demo data,See demo data,See demo data,L1,0.044,2.37,Leaf_scan,7,120725,HR.120725.0007.sig,30,0.0115,leaves sampled are fresh growth post flowering,,,,Block 3 / 01,
Hazelrigg,CONT,12/07/2025,T3,AO,3,See demo data,See demo data,See demo data,See demo data,See demo data,L2,0.046,2.61,Leaf_scan,8,120725,HR.120725.0008.sig,30,0.0125,leaves sampled are fresh growth post flowering,,,,Block 3 / 01,
Hazelrigg,CONT,12/07/2025,T3,AO,3,See demo data,See demo data,See demo data,See demo data,See demo data,L3,0.056,5.96,Leaf_scan,9,120725,HR.120725.0009.sig,30,0.0147,leaves sampled are fresh growth post flowering,,,,Block 3 / 01,
Hazelrigg,DIST,12/07/2025,T3,AO,4,See demo data,See demo data,See demo data,See demo data,See demo data,L1,0.071,6.85,Leaf_scan,10,120725,HR.120725.0010.sig,31,0.0193,leaves sampled are fresh growth post flowering,,,,Block 1 / 02,
Hazelrigg,DIST,12/07/2025,T3,AO,4,See demo data,See demo data,See demo data,See demo data,See demo data,L2,0.086,6.92,Leaf_scan,11,120725,HR.120725.0011.sig,31,0.0296,leaves sampled are fresh growth post flowering,,,,Block 1 / 02,
Hazelrigg,DIST,12/07/2025,T3,AO,4,See demo data,See demo data,See demo data,See demo data,See demo data,L3,0.059,4.58,Leaf_scan,12,120725,HR.120725.0012.sig,31,0.0222,leaves sampled are fresh growth post flowering,,,,Block 1 / 02,
Hazelrigg,DIST,12/07/2025,T3,AO,5,See demo data,See demo data,See demo data,See demo data,See demo data,L1,0.032,2.92,Leaf_scan,13,120725,HR.120725.0013.sig,32,0.0142,leaves sampled are fresh growth post flowering,,,,Block 2 / 02,
Hazelrigg,DIST,12/07/2025,T3,AO,5,See demo data,See demo data,See demo data,See demo data,See demo data,L2,0.028,2.71,Leaf_scan,14,120725,HR.120725.0014.sig,32,0.01,leaves sampled are fresh growth post flowering,,,,Block 2 / 02,
Hazelrigg,DIST,12/07/2025,T3,AO,5,See demo data,See demo data,See demo data,See demo data,See demo data,L3,0.055,5.06,Leaf_scan,15,120725,HR.120725.0015.sig,32,0.025,leaves sampled are fresh growth post flowering,,,,Block 2 / 02,
Hazelrigg,DIST,12/07/2025,T3,AO,6,See demo data,See demo data,See demo data,See demo data,See demo data,L1,0.08,8.32,Leaf_scan,16,120725,HR.120725.0016.sig,33,0.0177,leaves sampled are fresh growth post flowering,,,,Block 3 / 01,
Hazelrigg,DIST,12/07/2025,T3,AO,6,See demo data,See demo data,See demo data,See demo data,See demo data,L2,0.084,7.85,Leaf_scan,17,120725,HR.120725.0017.sig,33,0.0246,leaves sampled are fresh growth post flowering,,,,Block 3 / 01,
Hazelrigg,DIST,12/07/2025,T3,AO,6,See demo data,See demo data,See demo data,See demo data,See demo data,L3,0.025,3.27,Leaf_scan,18,120725,HR.120725.0018.sig,33,0.0101,leaves sampled are fresh growth post flowering,,,,Block 3 / 01,
Hazelrigg,NPK_DIST,12/07/2025,T3,AO,7,See demo data,See demo data,See demo data,See demo data,See demo data,L1,0.074,8.59,Leaf_scan,19,120725,HR.120725.0019.sig,34,0.0176,leaves sampled are fresh growth post flowering,,,,Block 1 / 01,
Hazelrigg,NPK_DIST,12/07/2025,T3,AO,7,See demo data,See demo data,See demo data,See demo data,See demo data,L2,0.091,11.48,Leaf_scan,20,120725,HR.120725.0020.sig,34,0.0229,leaves sampled are fresh growth post flowering,,,,Block 1 / 01,
Hazelrigg,NPK_DIST,12/07/2025,T3,AO,7,See demo data,See demo data,See demo data,See demo data,See demo data,L3,0.087,4.03,Leaf_scan,21,120725,HR.120725.0021.sig,34,0.0104,leaves sampled are fresh growth post flowering,,,,Block 1 / 01,
Hazelrigg,NPK_DIST,12/07/2025,T3,AO,8,See demo data,See demo data,See demo data,See demo data,See demo data,L1,0.065,8.31,Leaf_scan,22,120725,HR.120725.0022.sig,35,0.0154,leaves sampled are fresh growth post flowering,,,,Block 2 / 01,
Hazelrigg,NPK_DIST,12/07/2025,T3,AO,8,See demo data,See demo data,See demo data,See demo data,See demo data,L2,0.205,17.15,Leaf_scan,23,120725,HR.120725.0023.sig,35,0.0548,leaves sampled are fresh growth post flowering,,,,Block 2 / 01,
Hazelrigg,NPK_DIST,12/07/2025,T3,AO,8,See demo data,See demo data,See demo data,See demo data,See demo data,L3,0.142,13.26,Leaf_scan,24,120725,HR.120725.0024.sig,35,0.0375,leaves sampled are fresh growth post flowering,,,,Block 2 / 01,
Hazelrigg,NPK_DIST,12/07/2025,T3,AO,9,See demo data,See demo data,See demo data,See demo data,See demo data,L1,0.136,15.4,Leaf_scan,25,120725,HR.120725.0025.sig,36,0.0408,leaves sampled are fresh growth post flowering,,,,Block 3 / 01,
Hazelrigg,NPK_DIST,12/07/2025,T3,AO,9,See demo data,See demo data,See demo data,See demo data,See demo data,L2,0.037,5.24,Leaf_scan,26,120725,HR.120725.0026.sig,36,0.0088,leaves sampled are fresh growth post flowering,,,,Block 3 / 01,
Hazelrigg,NPK_DIST,12/07/2025,T3,AO,9,See demo data,See demo data,See demo data,See demo data,See demo data,L3,0.106,9.95,Leaf_scan,27,120725,HR.120725.0027.sig,36,0.0287,leaves sampled are fresh growth post flowering,,,,Block 3 / 01,
Hazelrigg,NPK,12/07/2025,T3,AO,10,See demo data,See demo data,See demo data,See demo data,See demo data,L1,0.038,3.1,Leaf_scan,28,120725,HR.120725.0028.sig,37,0.0074,leaves sampled are fresh growth post flowering,,,,Block 1 / 02,
Hazelrigg,NPK,12/07/2025,T3,AO,10,See demo data,See demo data,See demo data,See demo data,See demo data,L2,0.058,5.3,Leaf_scan,29,120725,HR.120725.0029.sig,37,0.0195,leaves sampled are fresh growth post flowering,,,,Block 1 / 02,
Hazelrigg,NPK,12/07/2025,T3,AO,10,See demo data,See demo data,See demo data,See demo data,See demo data,L3,0.051,4.7,Leaf_scan,30,120725,HR.120725.0030.sig,37,0.0159,leaves sampled are fresh growth post flowering,,,,Block 1 / 02,
Hazelrigg,NPK,12/07/2025,T3,AO,11,See demo data,See demo data,See demo data,See demo data,See demo data,L1,0.115,11.2,Leaf_scan,31,120725,HR.120725.0031.sig,38,0.0229,leaves sampled are fresh growth post flowering,,,,Block 2 / 01,
Hazelrigg,NPK,12/07/2025,T3,AO,11,See demo data,See demo data,See demo data,See demo data,See demo data,L2,0.069,6.33,Leaf_scan,32,120725,HR.120725.0032.sig,38,0.0204,leaves sampled are fresh growth post flowering,,,,Block 2 / 01,
Hazelrigg,NPK,12/07/2025,T3,AO,11,See demo data,See demo data,See demo data,See demo data,See demo data,L3,0.029,2.57,Leaf_scan,33,120725,HR.120725.0033.sig,38,0.0057,leaves sampled are fresh growth post flowering,,,,Block 2 / 01,
Hazelrigg,NPK,12/07/2025,T3,AO,12,See demo data,See demo data,See demo data,See demo data,See demo data,L1,0.035,2.61,Leaf_scan,34,120725,HR.120725.0034.sig,39,0.0094,leaves sampled are fresh growth post flowering,,,,Block 3 / 02,
Hazelrigg,NPK,12/07/2025,T3,AO,12,See demo data,See demo data,See demo data,See demo data,See demo data,L2,0.036,4.22,Leaf_scan,35,120725,HR.120725.0035.sig,39,0.0077,leaves sampled are fresh growth post flowering,,,,Block 3 / 02,
Hazelrigg,NPK,12/07/2025,T3,AO,12,See demo data,See demo data,See demo data,See demo data,See demo data,L3,0.032,2.8,Leaf_scan,36,120725,HR.120725.0036.sig,39,0.0053,leaves sampled are fresh growth post flowering,,,,Block 3 / 02,
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,17,7,11,4,None,L1,0.274,15.15,Image_J,10,210525,HR.210525.0010.sig,wet chem done separately,0.0753,3,,,,,
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,17,7,11,4,None,L2,0.167,14.26,Image_J,11,210525,HR.210525.0011.sig,wet chem done separately,0.0828,3,,,,,
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,17,7,11,4,None,L3,0.222,10.097,Image_J,12,210525,HR.210525.0012.sig,wet chem done separately,0.0675,3,,,,,
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,16,13,4.5,7,1 x bud,L1,0.314,10.014,Image_J,13,210525,HR.210525.0013.sig,wet chem done separately,0.0652,3,,,,,
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,16,13,4.5,7,1 x bud,L2,0.293,6.451,Image_J,14,210525,HR.210525.0014.sig,wet chem done separately,0.0349,3,,,,,
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,16,13,4.5,7,1 x bud,L3,0.221,7.433,Image_J,15,210525,HR.210525.0015.sig,wet chem done separately,0.0542,3,,,,,
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,12,7,13,15,1 x bud; 1 x flower,L1,0.388,21.102,Image_J,16,210525,HR.210525.0016.sig,wet chem done separately,0.0855,3,,,,,
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,12,7,13,15,1 x bud; 1 x flower,L2,0.167,8.377,Image_J,17,210525,HR.210525.0017.sig,wet chem done separately,0.0343,2,,,,,
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,12,7,13,15,1 x bud; 1 x flower,L3,0.107,5.138,Image_J,18,210525,HR.210525.0018.sig,wet chem done separately,0.0255,3,,,,,
Hazelrigg,DIST,21/05/2025,T1,RR,4,7,4,15,6,1 x bud; 1 x flower,L1,0.26,11.415,Image_J,19,210525,HR.210525.0019.sig,wet chem done separately,0.0571,3,,,,,
Hazelrigg,DIST,21/05/2025,T1,RR,4,7,4,15,6,1 x bud; 1 x flower,L2,0.178,8.365,Image_J,20,210525,HR.210525.0020.sig,wet chem done separately,0.0344,3,,,,,
Hazelrigg,DIST,21/05/2025,T1,RR,4,7,4,15,6,1 x bud; 1 x flower,L3,0.096,4.322,Image_J,21,210525,HR.210525.0021.sig,wet chem done separately,0.0215,3,,,,,
Hazelrigg,DIST,21/05/2025,T1,RR,5,7,5,7,6,None,L1,0.194,7.528,Image_J,22,210525,HR.210525.0022.sig,wet chem done separately,0.0488,3,,,,,
Hazelrigg,DIST,21/05/2025,T1,RR,5,7,5,7,6,None,L2,0.173,7.982,Image_J,23,210525,HR.210525.0023.sig,wet chem done separately,0.0461,3,senescing,,,,
Hazelrigg,DIST,21/05/2025,T1,RR,5,7,5,7,6,None,L3,0.337,12.814,Image_J,24,210525,HR.210525.0024.sig,wet chem done separately,0.0888,3,,,,,
Hazelrigg,DIST,21/05/2025,T1,RR,6,5,5,13,3,1 x bud; 1 x flower,L1,0.215,9.459,Image_J,25,210525,HR.210525.0025.sig,wet chem done separately,0.0428,3,,,,,
Hazelrigg,DIST,21/05/2025,T1,RR,6,5,5,13,3,1 x bud; 1 x flower,L2,0.148,6.3,Image_J,26,210525,HR.210525.0026.sig,wet chem done separately,0.0292,3,,,,,
Hazelrigg,DIST,21/05/2025,T1,RR,6,5,5,13,3,1 x bud; 1 x flower,L3,0.142,6.229,Image_J,27,210525,HR.210525.0027.sig,wet chem done separately,0.029,3,,,,,
Hazelrigg,NPK,21/05/2025,T1,RR,7,7,5,29,5,1 x bud; 3 x flower,L1,0.195,9.582,Image_J,28,210525,HR.210525.0028.sig,wet chem done separately,0.0516,3,,,,,
Hazelrigg,NPK,21/05/2025,T1,RR,7,7,5,29,5,1 x bud; 3 x flower,L2,0.079,4.45,Image_J,29,210525,HR.210525.0029.sig,wet chem done separately,0.0244,1,,,,,
Hazelrigg,NPK,21/05/2025,T1,RR,7,7,5,29,5,1 x bud; 3 x flower,L3,0.033,1.739,Image_J,30,210525,HR.210525.0030.sig,wet chem done separately,0.0107,1,,,,,
Hazelrigg,NPK,21/05/2025,T1,RR,8,8,3,17,4,2 x bud; 1 x flower,L1,0.153,10.365,Image_J,31,210525,HR.210525.0031.sig,wet chem done separately,0.0375,3,,,,,
Hazelrigg,NPK,21/05/2025,T1,RR,8,8,3,17,4,2 x bud; 1 x flower,L2,0.201,10.136,Image_J,32,210525,HR.210525.0032.sig,wet chem done separately,0.0565,3,,,,,
Hazelrigg,NPK,21/05/2025,T1,RR,8,8,3,17,4,2 x bud; 1 x flower,L3,0.061,3.078,Image_J,33,210525,HR.210525.0033.sig,wet chem done separately,0.0199,1,,,,,
Hazelrigg,NPK,21/05/2025,T1,RR,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no more individuals in plot,,,,
Hazelrigg,NPK,21/05/2025,T1,RR,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no more individuals in plot,,,,
Hazelrigg,NPK,21/05/2025,T1,RR,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no more individuals in plot,,,,
Hazelrigg,CONT,21/05/2025,T1,RR,10,9,9,9,5,None,L1,0.081,4.654,Image_J,34,210525,HR.210525.0034.sig,wet chem done separately,0.0241,1,,,,,
Hazelrigg,CONT,21/05/2025,T1,RR,10,9,9,9,5,None,L2,0.087,4.634,Image_J,35,210525,HR.210525.0035.sig,wet chem done separately,0.0252,1,,,,,
Hazelrigg,CONT,21/05/2025,T1,RR,10,9,9,9,5,None,L3,0.018,1.414,Image_J,36,210525,HR.210525.0036.sig,wet chem done separately,0.0059,1,,,,,
Hazelrigg,CONT,21/05/2025,T1,RR,11,12,10,32,6,5 x bud; 1 x flower,L1,0.194,9.464,Image_J,38,210525,HR.210525.0038.sig,wet chem done separately,0.0586,3,,,,,
Hazelrigg,CONT,21/05/2025,T1,RR,11,12,10,32,6,5 x bud; 1 x flower,L2,0.261,14.32,Image_J,39,210525,HR.210525.0039.sig,wet chem done separately,0.0716,3,,,,,
Hazelrigg,CONT,21/05/2025,T1,RR,11,12,10,32,6,5 x bud; 1 x flower,L3,0.062,4.048,Image_J,40,210525,HR.210525.0040.sig,wet chem done separately,0.019,1,,,,,
Hazelrigg,CONT,21/05/2025,T1,RR,12,11,8,28,4,1 x bud; 3 x flower,L1,0.189,11.687,Image_J,41,210525,HR.210525.0041.sig,wet chem done separately,0.0462,3,senescing,,,,
Hazelrigg,CONT,21/05/2025,T1,RR,12,11,8,28,4,1 x bud; 3 x flower,L2,0.225,13.125,Image_J,42,210525,HR.210525.0042.sig,wet chem done separately,0.0577,3,,,,,
Hazelrigg,CONT,21/05/2025,T1,RR,12,11,8,28,4,1 x bud; 3 x flower,L3,0.209,7.855,Image_J,43,210525,HR.210525.0043.sig,wet chem done separately,0.0476,3,,,,,
Hazelrigg,NPK_DIST,15/06/2025,T2,RR,1,20,11,23,15,1 x flower; 1 x seed,L1,0.233,7.77,Leaf_scan,76,150625,HR.150625.0076.sig,wet chem done separately,0.04,3,,,,,
Hazelrigg,NPK_DIST,15/06/2025,T2,RR,1,20,11,23,15,1 x flower; 1 x seed,L2,0.275,8.03,Leaf_scan,77,150625,HR.150625.0077.sig,wet chem done separately,0.0473,3,,,,,
Hazelrigg,NPK_DIST,15/06/2025,T2,RR,1,20,11,23,15,1 x flower; 1 x seed,L3,0.111,4.42,Leaf_scan,78,150625,HR.150625.0078.sig,wet chem done separately,0.0165,3,,,,,
Hazelrigg,NPK_DIST,15/06/2025,T2,RR,2,27,23,26,15,None,L1,0.332,15.24,Leaf_scan,79,150625,HR.150625.0079.sig,wet chem done separately,0.0329,1,,,,,
Hazelrigg,NPK_DIST,15/06/2025,T2,RR,2,27,23,26,15,None,L2,0.355,13.41,Leaf_scan,80,150625,HR.150625.0080.sig,wet chem done separately,0.0353,1,,,,,
Hazelrigg,NPK_DIST,15/06/2025,T2,RR,2,27,23,26,15,None,L3,0.137,6.13,Leaf_scan,81,150625,HR.150625.0081.sig,wet chem done separately,0.0155,1,,,,,
Hazelrigg,NPK_DIST,15/06/2025,T2,RR,3,26,15,35,20,3 x bud; 4 x seed,L1,0.381,13.62,Leaf_scan,82,150625,HR.150625.0082.sig,wet chem done separately,0.0637,3,,,,,
Hazelrigg,NPK_DIST,15/06/2025,T2,RR,3,26,15,35,20,3 x bud; 4 x seed,L2,0.225,7.57,Leaf_scan,83,150625,HR.150625.0083.sig,wet chem done separately,0.0312,3,,,,,
Hazelrigg,NPK_DIST,15/06/2025,T2,RR,3,26,15,35,20,3 x bud; 4 x seed,L3,0.141,5.93,Leaf_scan,84,150625,HR.150625.0084.sig,wet chem done separately,0.0228,1,,,,,
Hazelrigg,DIST,15/06/2025,T2,RR,4,26,26,20,28,3 x bud; 3 x flower,L1,0.136,5.89,Leaf_scan,86,150625,HR.150625.0086.sig,wet chem done separately,0.0216,3,,,,,
Hazelrigg,DIST,15/06/2025,T2,RR,4,26,26,20,28,3 x bud; 3 x flower,L2,0.109,5.12,Leaf_scan,87,150625,HR.150625.0087.sig,wet chem done separately,0.022,3,,,,,
Hazelrigg,DIST,15/06/2025,T2,RR,4,26,26,20,28,3 x bud; 3 x flower,L3,0.126,4.63,Leaf_scan,88,150625,HR.150625.0088.sig,wet chem done separately,0.0259,1,,,,,
Hazelrigg,DIST,15/06/2025,T2,RR,5,14,10,16,21,2 x flower; 2 x seed,L1,0.106,4.11,Leaf_scan,89,150625,HR.150625.0089.sig,wet chem done separately,0.0171,3,,,,,
Hazelrigg,DIST,15/06/2025,T2,RR,5,14,10,16,21,2 x flower; 2 x seed,L2,0.19,7.28,Leaf_scan,90,150625,HR.150625.0090.sig,wet chem done separately,0.0359,3,,,,,
Hazelrigg,DIST,15/06/2025,T2,RR,5,14,10,16,21,2 x flower; 2 x seed,L3,0.107,3.88,Leaf_scan,91,150625,HR.150625.0091.sig,wet chem done separately,0.016,3,,,,,
Hazelrigg,DIST,15/06/2025,T2,RR,6,30,25,26,29,1 x bud; 5 x flower; 1 x seed,L1,0.283,9.71,Leaf_scan,92,150625,HR.150625.0092.sig,wet chem done separately,0.047,3,,,,,
Hazelrigg,DIST,15/06/2025,T2,RR,6,30,25,26,29,1 x bud; 5 x flower; 1 x seed,L2,0.249,10.04,Leaf_scan,93,150625,HR.150625.0093.sig,wet chem done separately,0.0351,3,,,,,
Hazelrigg,DIST,15/06/2025,T2,RR,6,30,25,26,29,1 x bud; 5 x flower; 1 x seed,L3,0.292,10.47,Leaf_scan,94,150625,HR.150625.0094.sig,wet chem done separately,0.045,3,,,,,
Hazelrigg,NPK,15/06/2025,T2,RR,7,NA,NA,NA,NA,NA,L1,NA,NA,Leaf_scan,NA,150625,NA,wet chem done separately,NA,NA,no more individuals in plot,,,,
Hazelrigg,NPK,15/06/2025,T2,RR,7,NA,NA,NA,NA,NA,L2,NA,NA,Leaf_scan,NA,150625,NA,wet chem done separately,NA,NA,no more individuals in plot,,,,
Hazelrigg,NPK,15/06/2025,T2,RR,7,NA,NA,NA,NA,NA,L3,NA,NA,Leaf_scan,NA,150625,NA,wet chem done separately,NA,NA,no more individuals in plot,,,,
Hazelrigg,NPK,15/06/2025,T2,RR,8,NA,NA,NA,NA,NA,L1,NA,NA,Leaf_scan,NA,150625,NA,wet chem done separately,NA,NA,no more individuals in plot,,,,
Hazelrigg,NPK,15/06/2025,T2,RR,8,NA,NA,NA,NA,NA,L2,NA,NA,Leaf_scan,NA,150625,NA,wet chem done separately,NA,NA,no more individuals in plot,,,,
Hazelrigg,NPK,15/06/2025,T2,RR,8,NA,NA,NA,NA,NA,L3,NA,NA,Leaf_scan,NA,150625,NA,wet chem done separately,NA,NA,no more individuals in plot,,,,
Hazelrigg,NPK,15/06/2025,T2,RR,9,NA,NA,NA,NA,NA,L1,NA,NA,Leaf_scan,NA,150625,NA,wet chem done separately,NA,NA,no more individuals in plot,,,,
Hazelrigg,NPK,15/06/2025,T2,RR,9,NA,NA,NA,NA,NA,L2,NA,NA,Leaf_scan,NA,150625,NA,wet chem done separately,NA,NA,no more individuals in plot,,,,
Hazelrigg,NPK,15/06/2025,T2,RR,9,NA,NA,NA,NA,NA,L3,NA,NA,Leaf_scan,NA,150625,NA,wet chem done separately,NA,NA,no more individuals in plot,,,,
Hazelrigg,CONT,15/06/2025,T2,RR,10,5,5,55,5,10 X bud; 2 x flower,L1,0.202,7.15,Leaf_scan,95,150625,HR.150625.0095.sig,wet chem done separately,0.0405,1,unsure (of leaf count),,,,
