Site,Treatment,Block,Plot_nos,Individual_nos,Species,Date,Time_point,Survival,SLA,LMA,LDMC,Height,Width_1,Width_2,,Leaves,Flower,RS,Seed,Notes_1,Notes_2,,Phenological stage,,R/N-R
Wytham,NPK_DIST,C,NA,1,AE,07/05/2025,May,yes,,,,2,10,4,,7,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,C,NA,2,AE,07/05/2025,May,yes,,,,2,5,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,1,AE,07/05/2025,May,yes,,,,1,3,1,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,2,AE,07/05/2025,May,yes,,,,1,9,5,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,1,AE,07/05/2025,May,yes,,,,1,5.5,1.5,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,2,AE,07/05/2025,May,yes,,,,2,7,3,,5,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,1,AE,03/06/2025,June,yes,11.69147789,0.085532386,392.7966102,3,12,6,,6,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,2,AE,03/06/2025,June,yes,14.97178683,0.066792295,366.6666667,3,9,4,,7,None,,None,,,,0,,Non-reproductive
Wytham,CONT,B,NA,1,AE,03/06/2025,June,yes,9.863636364,0.101382488,393.5779817,6,8,6,,6,None,,None,,,,0,,Non-reproductive
Wytham,CONT,B,NA,2,AE,03/06/2025,June,yes,6.4617737,0.154756271,413.9240506,7,10,6,,7,None,,None,,,,0,,Non-reproductive
Wytham,CONT,C,NA,1,AE,03/06/2025,June,yes,9.153409091,0.109248914,352,4,9,5,,6,None,,None,,,,0,,Non-reproductive
Wytham,CONT,C,NA,2,AE,03/06/2025,June,yes,5.185770751,0.192835366,506,5,9,5,,4,None,,None,,,,0,,Non-reproductive
Wytham,CONT,E,NA,1,AE,03/06/2025,June,yes,9.327462492,0.107210294,379.4554455,9,12,8,,7,None,,None,,,,0,,Non-reproductive
Wytham,CONT,E,NA,2,AE,03/06/2025,June,yes,14.51253918,0.068905929,384.3373494,8,14,9,,6,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,1,AE,03/06/2025,June,yes,9.459663866,0.105712001,406.1433447,0.5,5,1.5,,5,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,2,AE,03/06/2025,June,yes,15.43261231,0.064797844,380.3797468,1.5,7,5,,6,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,1,AE,03/06/2025,June,yes,12.65571616,0.079015679,386.2944162,3.5,8,7,,3.5,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,2,AE,03/06/2025,June,yes,18.97461929,0.05270198,345.6140351,3,9,5,,3,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,1,AE,03/06/2025,June,yes,7.285950413,0.137250454,343.75,1.5,7,2,,1.5,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,2,AE,03/06/2025,June,yes,5.977883096,0.167283298,419.205298,1,6,4,,1,None,,None,,,,0,,Non-reproductive
Wytham,DIST,D,NA,1,AE,03/06/2025,June,yes,4.751491054,0.210460251,422.6890756,3,5,5,,6,None,,None,,,,0,,Non-reproductive
Wytham,DIST,D,NA,2,AE,03/06/2025,June,yes,15.14551607,0.066026142,399.3243243,7,11,8,,7,None,,None,,,,0,,Non-reproductive
Wytham,DIST,E,NA,1,AE,03/06/2025,June,yes,17.97315436,0.055638536,331.1111111,2,9,2,,5,None,,None,,,,0,,Non-reproductive
Wytham,DIST,E,NA,2,AE,03/06/2025,June,yes,15.5546875,0.064289302,395.8762887,2,7,5,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK,A,NA,1,AE,03/06/2025,June,yes,16.16759777,0.061852108,411.4942529,2,14,5,,7,None,,None,,,,0,,Non-reproductive
Wytham,NPK,A,NA,2,AE,03/06/2025,June,yes,14.65371622,0.068242075,411.1111111,2.5,11,8,,6,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,1,AE,03/06/2025,June,yes,13.75981524,0.072675394,412.3809524,7,14,8,,9,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,2,AE,03/06/2025,June,yes,13.62778731,0.073379484,362.1118012,8,10,8,,8,None,,None,,,,0,,Non-reproductive
Wytham,NPK,D,NA,1,AE,03/06/2025,June,yes,14.5508982,0.06872428,395.2662722,2.5,9,6,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK,D,NA,2,AE,03/06/2025,June,yes,12.61904762,0.079245283,389.516129,10,9,8,,6,None,,None,,,,0,,Non-reproductive
Wytham,NPK,E,NA,1,AE,03/06/2025,June,yes,14.24085366,0.07022051,372.7272727,6,14,8,,10,None,,None,,,,0,,Non-reproductive
Wytham,NPK,E,NA,2,AE,03/06/2025,June,yes,18.2051756,0.054929434,346.7948718,1,5,3,,8,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,B,NA,1,AE,03/06/2025,June,yes,14.75705329,0.067764206,368.7861272,4,11,5,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,B,NA,2,AE,03/06/2025,June,yes,19.68831169,0.050791557,342.2222222,4,4,1.5,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,1,AE,03/06/2025,June,yes,18.40806045,0.054324028,360.9090909,4,7,4,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,2,AE,03/06/2025,June,yes,20.93835616,0.047759241,310.6382979,4,7,4,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,E,NA,1,AE,03/06/2025,June,yes,16.44497608,0.060808845,394.3396226,4.5,8,6,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,E,NA,2,AE,03/06/2025,June,yes,18.13812155,0.055132501,369.3877551,3.5,6,5,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,A,NA,1,AE,03/06/2025,June,yes,13.42929293,0.074464084,618.75,3,15,8,,7,1 x NEB,,None,,,,1,,Non-reproductive
Wytham,NPK_DIST,A,NA,2,AE,03/06/2025,June,yes,13.50930626,0.074023046,391.3907285,2,6,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,A,NA,3,AE,03/06/2025,June,yes,11.47144949,0.087172942,424.2236025,2,9,3,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,B,NA,1,AE,03/06/2025,June,yes,8.923076923,0.112068966,,3,9,7,,6,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,B,NA,2,AE,03/06/2025,June,yes,,,,1.5,12,5,,6,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,C,NA,1,AE,03/06/2025,June,yes,,,,2,9,7,,6,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,C,NA,2,AE,03/06/2025,June,yes,,,,2,7,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,1,AE,03/06/2025,June,yes,,,,0.5,10,7,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,2,AE,03/06/2025,June,yes,,,,2,3,1,,2,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,1,AE,03/06/2025,June,yes,,,,1,5,2,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,2,AE,03/06/2025,June,yes,,,,1.5,6,3,,6,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,1,AE,29/06/2025,July,yes,10.23809524,0.097674419,398.2758621,12,6,6,,5,1 x EB,,None,,,,1,,Non-reproductive
Wytham,CONT,A,NA,2,AE,29/06/2025,July,yes,9.349710983,0.106955178,424.5398773,2.5,10,6,,6,None,,None,,,,0,,Non-reproductive
Wytham,CONT,B,NA,1,AE,29/06/2025,July,yes,14.54093264,0.06877138,371.1538462,5,8,6,,4,None,,None,,,,0,,Non-reproductive
Wytham,CONT,B,NA,2,AE,29/06/2025,July,yes,10.43847242,0.095799458,444.6540881,4.5,6,5,,5,None,,None,,,,0,,Non-reproductive
Wytham,CONT,C,NA,1,AE,29/06/2025,July,yes,9.833887043,0.101689189,523.4782609,4,8,3,,6,None,,None,,,,0,,Non-reproductive
Wytham,CONT,C,NA,2,AE,29/06/2025,July,yes,7.100591716,0.140833333,528.125,4,8,6,,5,None,,None,,,,0,,Non-reproductive
Wytham,CONT,E,NA,1,AE,29/06/2025,July,yes,10.4664723,0.095543175,457.3333333,6,12,4,,7,None,,None,,,,0,,Non-reproductive
Wytham,CONT,E,NA,2,AE,29/06/2025,July,yes,8.426791277,0.118669131,475.5555556,7,13,6,,5,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,1,AE,29/06/2025,July,yes,10.63394683,0.094038462,465.7142857,0.5,6,2,,3,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,2,AE,29/06/2025,July,yes,16.83453237,0.059401709,373.1543624,1,6,4,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,1,AE,29/06/2025,July,yes,15.22865854,0.065665666,437.3333333,3,8,6,,6,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,2,AE,29/06/2025,July,yes,12.88056206,0.077636364,410.5769231,3,7,6,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,1,AE,29/06/2025,July,yes,14.75683891,0.067765191,387.0588235,3,10,9,,7,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,2,AE,29/06/2025,July,yes,13.84328358,0.072237197,454.2372881,3,5,2,,3,None,,None,,,,0,,Non-reproductive
Wytham,DIST,D,NA,1,AE,29/06/2025,July,yes,14.41893831,0.069353234,435.625,2,8,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,D,NA,2,AE,29/06/2025,July,yes,12.5477707,0.079695431,385.2760736,5,11,7,,11,None,,None,,,,0,,Non-reproductive
Wytham,DIST,E,NA,1,AE,29/06/2025,July,yes,8.535414166,0.117158931,455.1912568,2.5,5,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,E,NA,2,AE,29/06/2025,July,yes,9.907749077,0.100931099,475.4385965,1.5,6,4,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK,A,NA,1,AE,29/06/2025,July,yes,11.84946237,0.084392015,460.3960396,2,8,5,,6,None,,None,,,,0,,Non-reproductive
Wytham,NPK,A,NA,2,AE,29/06/2025,July,yes,9.467336683,0.105626327,487.745098,2,5,4.5,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,1,AE,29/06/2025,July,yes,9.460122699,0.105706874,509.375,21,8,7,,6,1 x EB,,None,,,,1,,Non-reproductive
Wytham,NPK,B,NA,2,AE,29/06/2025,July,yes,14.34300341,0.069720405,401.369863,7,8,5,,7,None,,None,,,,0,,Non-reproductive
Wytham,NPK,D,NA,1,AE,29/06/2025,July,yes,10.90909091,0.091666667,454.887218,3,6,4,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK,D,NA,2,AE,29/06/2025,July,yes,11.88095238,0.084168337,426.3959391,8,11,5,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK,E,NA,1,AE,29/06/2025,July,yes,10.94944513,0.091328829,415.8974359,1.5,3.5,2,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK,E,NA,2,AE,29/06/2025,July,yes,8.864197531,0.11281337,426.3157895,4,4,6,,8,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,B,NA,1,AE,29/06/2025,July,yes,14.2455243,0.070197487,381.4634146,4,7,3,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,B,NA,2,AE,29/06/2025,July,yes,5.760368664,0.1736,711.4754098,3,3,1,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,1,AE,29/06/2025,July,yes,3.228803717,0.30971223,1195.833333,3,9,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,2,AE,29/06/2025,July,yes,3.377885784,0.296043165,1327.419355,4,7,3,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,E,NA,1,AE,29/06/2025,July,yes,8.00618238,0.124903475,557.7586207,4.5,4,3,,4.5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,E,NA,2,AE,29/06/2025,July,yes,10.45454545,0.095652174,247.5,4,4,3,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,A,NA,1,AE,29/06/2025,July,yes,10.14124294,0.098607242,239.1891892,9,16,10,,10,1 x EB,,None,,,,1,,Non-reproductive
Wytham,NPK_DIST,A,NA,2,AE,29/06/2025,July,yes,13.40699816,0.074587912,489.1891892,3,10,9,,10,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,A,NA,3,AE,29/06/2025,July,yes,15.14218009,0.066040689,458.6956522,1.5,6,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,B,NA,1,AE,29/06/2025,July,yes,12.64781491,0.079065041,525.6756757,2,8,6,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,B,NA,2,AE,29/06/2025,July,yes,,,,2,8,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,C,NA,1,AE,29/06/2025,July,yes,,,,2,3,3,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,C,NA,2,AE,29/06/2025,July,yes,,,,1.5,4,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,1,AE,29/06/2025,July,yes,,,,2,6,4,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,2,AE,29/06/2025,July,yes,,,,1,7,4,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,1,AE,29/06/2025,July,yes,,,,2,6,1.5,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,2,AE,29/06/2025,July,yes,,,,1.5,5,2.5,,3,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,1,HN,14/04/2025,April,yes,17.73784355,0.056376639,148.2758621,7,15,8,,6,1 x EF(8),,None,,,,1,,Non-reproductive
Wytham,CONT,A,NA,2,HN,14/04/2025,April,yes,16.75052411,0.059699625,141.5430267,6,11,8,,4,None,,None,,,,0,,Non-reproductive
Wytham,CONT,C,NA,1,HN,14/04/2025,April,yes,19.07526882,0.052423901,144.8598131,4.5,6,3,,4,1 x EB,,None,,,,1,,Non-reproductive
Wytham,CONT,C,NA,2,HN,14/04/2025,April,yes,18.49122807,0.054079696,119.2468619,9,5,4,,3,None,,None,,,,0,,Non-reproductive
Wytham,CONT,D,NA,1,HN,14/04/2025,April,yes,13.50272232,0.07405914,118.75,11,12,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,CONT,D,NA,2,HN,14/04/2025,April,yes,14.79940565,0.067570281,118.4859155,7,13,7,,4,1 x EF(4),,None,,,,1,,Non-reproductive
Wytham,CONT,E,NA,1,HN,14/04/2025,April,yes,18.5198556,0.053996101,122.0264317,5,8,5,,7,None,,None,,,,0,,Non-reproductive
Wytham,CONT,E,NA,2,HN,14/04/2025,April,yes,15.4893617,0.06456044,123.6842105,10,7,2,,4,1 x EF(3),,None,,,,1,,Non-reproductive
Wytham,DIST,A,NA,1,HN,14/04/2025,April,yes,14.61538462,0.068421053,111.9617225,7,9,8,,3,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,2,HN,14/04/2025,April,yes,20.26415094,0.049348231,116.2280702,5,18,17,,7,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,1,HN,14/04/2025,April,yes,24.83870968,0.04025974,93.93939394,8,9,8,,5,1 x EF(6),,None,,,,1,,Non-reproductive
Wytham,DIST,B,NA,2,HN,14/04/2025,April,yes,33.1441048,0.030171278,83.27272727,4.5,8,8,,4,1 x EB,,None,,,,1,,Non-reproductive
Wytham,DIST,C,NA,1,HN,14/04/2025,April,yes,20.82758621,0.048013245,110.6870229,9,9,8,,3,1 x EF(4),,None,,,,1,,Non-reproductive
Wytham,DIST,C,NA,2,HN,14/04/2025,April,yes,21.78947368,0.04589372,105.1660517,7,12,5,,5,1 x EF(7),,None,,,,1,,Non-reproductive
Wytham,DIST,D,NA,1,HN,14/04/2025,April,yes,17.02040816,0.058752998,111.8721461,4,13,7,,6,1 x NEB,,None,,,,1,,Non-reproductive
Wytham,DIST,D,NA,2,HN,14/04/2025,April,yes,19.5264624,0.051212553,121.6949153,8,13,10,,6,1 x EF(12),,None,,,,1,,Non-reproductive
Wytham,DIST,E,NA,1,HN,14/04/2025,April,yes,17.25714286,0.05794702,127.2727273,11,9,4,,6,1 x EF(8),,None,,,,1,,Non-reproductive
Wytham,DIST,E,NA,2,HN,14/04/2025,April,yes,17.67973856,0.056561922,125.9259259,8,12,3,,5,1 x EB,,None,,,,1,,Non-reproductive
Wytham,DIST,E,NA,3,HN,14/04/2025,April,yes,17.25,0.057971014,136.7521368,12,12,11,,6,1 x EF(11),,None,,,,1,,Non-reproductive
Wytham,DIST,E,NA,4,HN,14/04/2025,April,yes,16.85878963,0.059316239,129.4776119,2.5,10,5,,4,1 x NEB,,None,,,,1,,Non-reproductive
Wytham,NPK,A,NA,1,HN,14/04/2025,April,yes,18.42253521,0.054281346,131.9702602,6,10,3,,4,1 x EF(3),,None,,,,1,,Non-reproductive
Wytham,NPK,A,NA,2,HN,14/04/2025,April,yes,17.86499215,0.055975395,123.2108317,4,17,16,,5,1 x NEB,,None,,,,1,,Non-reproductive
Wytham,NPK,B,NA,1,HN,14/04/2025,April,yes,17.60655738,0.05679702,127.6150628,6,12,6,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,2,HN,14/04/2025,April,yes,16.69793621,0.05988764,130.958231,3,9,4,,3,1 x NEB,,None,,,,1,,Non-reproductive
Wytham,NPK,D,NA,1,HN,14/04/2025,April,yes,20.92140921,0.047797927,133.2129964,6,8,2,,3,1 x EF(4),,None,,,,1,,Non-reproductive
Wytham,NPK,D,NA,2,HN,14/04/2025,April,yes,44.42424242,0.022510232,61.33828996,7,9,6,,5,1 x EF(4),,None,,,,1,,Non-reproductive
Wytham,NPK,E,NA,1,HN,14/04/2025,April,yes,16.57817109,0.060320285,128.8973384,7,15,10,,5,1 x EF(6),,None,,,,1,,Non-reproductive
Wytham,NPK,E,NA,2,HN,14/04/2025,April,yes,15.86148649,0.063045793,122.0618557,6,14,7,,4,1 x EF(3),,None,,,,1,,Non-reproductive
Wytham,NPK_CESS,A,NA,1,HN,14/04/2025,April,yes,14.32780847,0.069794344,128.3687943,9,16,9,,4,1 x EF(4),,None,,,,1,,Non-reproductive
Wytham,NPK_CESS,A,NA,2,HN,14/04/2025,April,yes,18.25870647,0.054768392,115.5172414,11,10,10,,5,1 x EF(5),,None,,,,1,,Non-reproductive
Wytham,NPK_CESS,B,NA,1,HN,14/04/2025,April,yes,14,0.071428571,138.4892086,9,13,8,,4,1 x NEB,,None,,,,1,,Non-reproductive
Wytham,NPK_CESS,B,NA,2,HN,14/04/2025,April,yes,14.58563536,0.068560606,137.1212121,11,14,12,,5,1 x EF(5),,None,,,,1,,Non-reproductive
Wytham,NPK_CESS,D,NA,1,HN,14/04/2025,April,yes,13.81443299,0.07238806,138.0782918,6,16,11,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,2,HN,14/04/2025,April,yes,22.59322034,0.044261065,135.6321839,5,11,4,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,A,NA,1,HN,14/04/2025,April,yes,20.82437276,0.048020654,128.2758621,4,11,3,,4,1 x EF(7),,None,,,,1,,Non-reproductive
Wytham,NPK_DIST,A,NA,2,HN,14/04/2025,April,yes,18.68686869,0.053513514,157.1428571,3,12,5,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,C,NA,1,HN,14/04/2025,April,yes,,,,10,9,6,,4,1 x EF(4),,None,,,,1,,Non-reproductive
Wytham,NPK_DIST,C,NA,2,HN,14/04/2025,April,yes,,,,9,10,5,,5,1 x EB,,None,,,,1,,Non-reproductive
Wytham,NPK_DIST,D,NA,1,HN,14/04/2025,April,yes,,,,4.5,13,14,,6,1 x EB,,None,,,,1,,Non-reproductive
Wytham,NPK_DIST,D,NA,2,HN,14/04/2025,April,yes,,,,3,20,18,,8,1 x NEB,,None,,,,1,,Non-reproductive
Wytham,NPK_DIST,E,NA,1,HN,14/04/2025,April,yes,,,,10,13,5,,5,1 x EF(6),,None,,,,1,,Non-reproductive
Wytham,NPK_DIST,E,NA,2,HN,14/04/2025,April,yes,,,,7,8,6,,5,1 x EF(5),,None,,,,1,,Non-reproductive
Wytham,CONT,A,NA,1,HN,07/05/2025,May,yes,31.24788732,0.032002164,108.8957055,16,6,5,,9,1 x EF (8),,None,,,,1,,Non-reproductive
Wytham,CONT,A,NA,2,HN,07/05/2025,May,yes,21.66461538,0.046158216,117.3285199,8,3,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,CONT,C,NA,1,HN,07/05/2025,May,yes,27.9947644,0.035720965,111.0465116,10,8,2,,3,None,,None,,,,0,,Non-reproductive
Wytham,CONT,C,NA,2,HN,07/05/2025,May,yes,37.29145729,0.026815793,133.557047,7,10,2,,3,None,,None,,,,0,,Non-reproductive
Wytham,CONT,D,NA,1,HN,07/05/2025,May,yes,29.06855792,0.034401431,121.9020173,14,10,10,,4,None,,None,,,,0,,Non-reproductive
Wytham,CONT,D,NA,2,HN,07/05/2025,May,yes,21.18511797,0.047202947,142.746114,8,9,10,,4,1 x EF (4),,None,,,,1,,Non-reproductive
Wytham,CONT,E,NA,1,HN,07/05/2025,May,no,26.22672065,0.038129052,106.9264069,NA,NA,NA,,NA,NA,,None,,,,0,,Non-reproductive
Wytham,CONT,E,NA,2,HN,07/05/2025,May,no,27.60215054,0.036229061,96.37305699,NA,NA,NA,,NA,NA,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,1,HN,07/05/2025,May,yes,33.4529148,0.029892761,96.12068966,4,7,7,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,2,HN,07/05/2025,May,yes,41.43041237,0.024136858,110.2272727,18,20,19,,8,1 x E Stem (eaten off),,None,,,,1,,Non-reproductive
Wytham,DIST,B,NA,1,HN,07/05/2025,May,yes,38.74104683,0.025812416,105.8309038,3,5,5,,3,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,2,HN,07/05/2025,May,yes,39.02314815,0.025625816,102.3696682,8,6,4,,6,1 x EF (5),,None,,,,1,,Non-reproductive
Wytham,DIST,C,NA,1,HN,07/05/2025,May,yes,35.4765625,0.028187624,91.10320285,2,10,5,,3,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,2,HN,07/05/2025,May,yes,28.7980456,0.034724579,99.03225806,18,10,4,,3,None,,None,,,,0,,Non-reproductive
Wytham,DIST,D,NA,1,HN,07/05/2025,May,yes,26.30898876,0.038009823,91.75257732,14,12,12,,6,1 x EF (12),,None,,,,1,,Non-reproductive
Wytham,DIST,D,NA,2,HN,07/05/2025,May,yes,32.28526646,0.030973881,87.15846995,20,15,10,,7,None,,None,,,,0,,Non-reproductive
Wytham,DIST,E,NA,1,HN,07/05/2025,May,yes,31.41364606,0.031833299,95.32520325,12,6,6,,4,1 x EF (8),,None,,,,1,,Non-reproductive
Wytham,DIST,E,NA,2,HN,07/05/2025,May,yes,31.69171484,0.031553988,92.51336898,12,10,7,,5,1 x EF (7),,None,,,,1,,Non-reproductive
Wytham,DIST,E,NA,3,HN,07/05/2025,May,yes,25.40677966,0.039359573,112.5954198,18,11,8,,5,1 x EF (10),,None,,,,1,,Non-reproductive
Wytham,DIST,E,NA,4,HN,07/05/2025,May,yes,28.00337838,0.035709977,107.6363636,5,8,7,,4,1 x EF (3),,None,,,,1,,Non-reproductive
Wytham,NPK,A,NA,1,HN,07/05/2025,May,yes,28.74897119,0.034783853,110.9589041,7,4,8,,4,1 x EF (3),,None,,,,1,,Non-reproductive
Wytham,NPK,A,NA,2,HN,07/05/2025,May,yes,33.71634615,0.029659204,97.19626168,6,10,8,,5,1 x EF (8),,None,,,,1,,Non-reproductive
Wytham,NPK,B,NA,1,HN,07/05/2025,May,yes,30.76033058,0.032509404,105.6768559,9,12,5,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,2,HN,07/05/2025,May,yes,30.66055046,0.0326152,99.543379,6,12,6,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK,D,NA,1,HN,07/05/2025,May,yes,27.07631579,0.036932647,121.7948718,7,3,3,,4,1 x EF (3),,None,,,,1,,Non-reproductive
Wytham,NPK,D,NA,2,HN,07/05/2025,May,yes,23.80361757,0.042010421,124.8387097,12,16,6,,4,1 x EF (3),,None,,,,1,,Non-reproductive
Wytham,NPK,E,NA,1,HN,07/05/2025,May,yes,44.30769231,0.022569444,65.75875486,6,15,5,,5,1 x EF (6),,None,,,,1,,Non-reproductive
Wytham,NPK,E,NA,2,HN,07/05/2025,May,yes,30.24806202,0.033059969,109.9431818,11,19,9,,4,1 x EF (3),,None,,,,1,,Non-reproductive
Wytham,NPK_CESS,A,NA,1,HN,07/05/2025,May,yes,18.06192661,0.055365079,114.1361257,8,13,5,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,A,NA,2,HN,07/05/2025,May,yes,24.39340102,0.040994694,115.8823529,16,10,11,,9,1 x EF (4),,None,,,,1,,Non-reproductive
Wytham,NPK_CESS,B,NA,1,HN,07/05/2025,May,yes,27.19543974,0.036770871,108.4805654,10,14,9,,4,1 x EF (3),,None,,,,1,,Non-reproductive
Wytham,NPK_CESS,B,NA,2,HN,07/05/2025,May,yes,29.11295681,0.034348967,105.6140351,7,15,7,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,1,HN,07/05/2025,May,yes,28.97337278,0.034514449,113.0434783,8,8,6,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,2,HN,07/05/2025,May,yes,24.36111111,0.041049031,63.60424028,6,12,5,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,A,NA,1,HN,07/05/2025,May,yes,26.68932039,0.03746817,72.28070175,8,6,6,,4,1 x EF (7),,None,,,,1,,Non-reproductive
Wytham,NPK_DIST,A,NA,2,HN,07/05/2025,May,yes,NA,NA,331.1036789,7,8,4,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,C,NA,1,HN,07/05/2025,May,yes,,,,14,7,7,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,C,NA,2,HN,07/05/2025,May,yes,,,,17,12,4,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,1,HN,07/05/2025,May,yes,,,,24,16,11,,7,1 x EF (7),,None,,,,1,,Non-reproductive
Wytham,NPK_DIST,D,NA,2,HN,07/05/2025,May,yes,,,,26,13,13,,7,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,1,HN,07/05/2025,May,yes,,,,8,10,12,,5,1 x EF (6),,None,,,,1,,Non-reproductive
Wytham,NPK_DIST,E,NA,2,HN,07/05/2025,May,yes,,,,5,7,7,,3,1 x EF (6),,None,,,,1,,Non-reproductive
Wytham,CONT,A,NA,1,HN,03/06/2025,June,no,,,,Dead,Dead,Dead,,Dead,Dead,,None,,,,4,,Non-reproductive
Wytham,CONT,A,NA,2,HN,03/06/2025,June,no,,,,Dead,Dead,Dead,,Dead,Dead,,None,,,,4,,Non-reproductive
